governance_type,ecological_site,Site,Region,District,Village,surveyNo,a.1.1,a.1.2,a.1.3,a.1.4,a.2.1,a.2.2,a.2.3,a.2.4,a.3.1,a.3.2,a.3.3,a.4.1,a.4.2,a.4.3,b.1.1,b.1.2,b.1.3,b.2.1,b.2.2,b.2.3,b.3.1,b.3.2,b.3.3,b.3.4,b.4.1,b.4.2,b.4.3,b.5.1,b.5.2,b.5.3,a.1.1_w,a.1.2_w,a.1.3_w,a.1.4_w,a.2.1_w,a.2.2_w,a.2.3_w,a.2.4_w,a.3.1_w,a.3.2_w,a.3.3_w,a.4.1_w,a.4.2_w,a.4.3_w,b.1.1_w,b.1.2_w,b.1.3_w,b.2.1_w,b.2.2_w,b.2.3_w,b.3.1_w,b.3.2_w,b.3.3_w,b.3.4_w,b.4.1_w,b.4.2_w,b.4.3_w,b.5.1_w,b.5.2_w,b.5.3_w,a.1.1_weighted,a.1.2_weighted,a.1.3_weighted,a.1.4_weighted,a.2.1_weighted,a.2.2_weighted,a.2.3_weighted,a.2.4_weighted,a.3.1_weighted,a.3.2_weighted,a.3.3_weighted,a.4.1_weighted,a.4.2_weighted,a.4.3_weighted,b.1.1_weighted,b.1.2_weighted,b.1.3_weighted,b.2.1_weighted,b.2.2_weighted,b.2.3_weighted,b.3.1_weighted,b.3.2_weighted,b.3.3_weighted,b.3.4_weighted,b.4.1_weighted,b.4.2_weighted,b.4.3_weighted,b.5.1_weighted,b.5.2_weighted,b.5.3_weighted,a.1_sum,a.2_sum,a.3_sum,a.4_sum,b.1_sum,b.2_sum,b.3_sum,b.4_sum,b.5_sum,a.1_w,a.2_w,a.3_w,a.4_w,b.1_w,b.2_w,b.3_w,b.4_w,b.5_w,a.1_weighted,a.2_weighted,a.3_weighted,a.4_weighted,b.1_weighted,b.2_weighted,b.3_weighted,b.4_weighted,b.5_weighted,a_sum,b_sum
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P012,1,0.85,1.0,0.0392,0,0.2794,0.5714,0.7143,1,0,1,0.5,0.2083,0.25,0.0,1,0.8,0.1077,0.5,0.0,0.6667,1.0,0.25,0.75,0.25,0,0.5,0.8,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2754,0.338,0.0064288,0.0,0.061467999999999995,0.1331362,0.207147,0.302,0.0,0.379,0.104,0.11477330000000002,0.06025,0.0,0.28,0.2736,0.035971800000000005,0.2195,0.0,0.2760138,0.197,0.0505,0.14024999999999999,0.091,0.0,0.164,0.27120000000000005,0.2273447,0.32,0.7938288,0.4017512,0.681,0.2790233,0.5536000000000001,0.2554718,0.6637638,0.255,0.8185447000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.261963504,0.0920010248,0.121218,0.0733831279,0.13341760000000003,0.04981700100000001,0.1513381464,0.039015,0.14979368010000002,0.5485656567,0.5233814275
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P013,1,0.9,1.0,0.3333,1,0.5,0.625,0.625,1,1,1,0.36,0.2083,1.0,0.0,1,0.6,0.251,0.5,0.0,0.3333,0.25,0.5,0.0,0.0,0,0.0833,0.95,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2916,0.338,0.0546612,0.257,0.11,0.145625,0.18125,0.302,0.319,0.379,0.07487999999999999,0.11477330000000002,0.241,0.0,0.28,0.20520000000000002,0.083834,0.2195,0.0,0.13798619999999998,0.04925,0.101,0.0,0.0,0.0,0.0273224,0.32205,0.341,0.0,0.8582612000000001,0.693875,1.0,0.4306533,0.4852000000000001,0.303334,0.28823619999999994,0.0273224,0.66305,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28322619600000004,0.158897375,0.178,0.1132618179,0.11693320000000001,0.05915013,0.06571785359999999,0.0041803272,0.12133815,0.7333853889,0.3673196608
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P014,0,0.95,0.4,0.6275,1,0.7206,0.0,0.0,1,0,0,0.68,0.2083,1.0,0.0,1,1.0,0.2853,0.5,0.0,1.0,1.0,0.5,0.0,0.75,0,0.6667,0.95,0.6667,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.0,0.3078,0.13520000000000001,0.10291,0.257,0.158532,0.0,0.0,0.302,0.0,0.0,0.14144,0.11477330000000002,0.241,0.0,0.28,0.342,0.0952902,0.2195,0.0,0.414,0.197,0.101,0.0,0.273,0.0,0.2186776,0.32205,0.2273447,0.0,0.5459100000000001,0.415532,0.302,0.4972133,0.6220000000000001,0.3147902,0.712,0.49167760000000005,0.5493947,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.18015030000000004,0.09515682800000001,0.053756,0.13076709790000002,0.149902,0.061384089,0.162336,0.0752266728,0.1005392301,0.45983022590000006,0.5493879919000001
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P015,1,0.95,1.0,0.0392,0,0.2794,0.3333,0.3333,1,1,1,0.1,0.2083,0.75,0.0,1,0.8,0.0543,0.5,0.0,0.0,0.0,0.25,0.25,0.25,0,0.4167,0.85,0.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0064288,0.0,0.061467999999999995,0.0776589,0.09665699999999999,0.302,0.319,0.379,0.0208,0.11477330000000002,0.18075,0.0,0.28,0.2736,0.0181362,0.2195,0.0,0.0,0.0,0.0505,0.04675,0.091,0.0,0.1366776,0.28815,0.0,0.32,0.8262288000000001,0.2357839,1.0,0.3163233,0.5536000000000001,0.2376362,0.09725,0.2276776,0.60815,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27265550400000005,0.0539945131,0.178,0.0831930279,0.13341760000000003,0.046339059,0.022173000000000002,0.0348346728,0.11129144999999999,0.5878430450000001,0.3480557818
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P016,1,0.95,1.0,0.1961,0,0.3971,0.4286,0.4286,1,1,1,0.18,0.2083,0.25,0.0,1,0.8,0.2105,0.5,0.0,0.3333,0.0,0.25,0.75,0.5,0,0.4167,0.85,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0321604,0.0,0.08736200000000001,0.0998638,0.12429399999999999,0.302,0.319,0.379,0.037439999999999994,0.11477330000000002,0.06025,0.0,0.28,0.2736,0.07030700000000001,0.2195,0.0,0.13798619999999998,0.0,0.0505,0.14024999999999999,0.182,0.0,0.1366776,0.28815,0.2273447,0.32,0.8519604000000001,0.3115198,1.0,0.21246330000000002,0.5536000000000001,0.28980700000000004,0.3287362,0.3186776,0.8354947000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.281146932,0.07133803420000001,0.178,0.055877847900000006,0.13341760000000003,0.05651236500000001,0.07495185359999999,0.0487576728,0.1528955301,0.5863628141,0.46653502150000004
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P017,1,0.9,1.0,0.098,0,0.0735,0.5,0.5,1,1,1,0.12,0.2083,0.25,0.25,0,0.8,0.0262,0.5,0.0,0.3333,0.0,0.25,0.75,0.0,1,0.25,0.8,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2916,0.338,0.016072000000000003,0.0,0.01617,0.1165,0.145,0.302,0.319,0.379,0.02496,0.11477330000000002,0.06025,0.0945,0.0,0.2736,0.008750800000000001,0.2195,0.0,0.13798619999999998,0.0,0.0505,0.14024999999999999,0.0,0.308,0.082,0.27120000000000005,0.2273447,0.32,0.8196720000000001,0.27767,1.0,0.19998330000000003,0.3681,0.2282508,0.3287362,0.39,0.8185447000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27049176,0.06358643,0.178,0.05259560790000001,0.08871209999999999,0.044508906,0.07495185359999999,0.05967,0.14979368010000002,0.5646737979,0.41763653970000003
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P018,1,0.9,1.0,0.3725,1,0.2794,0.25,0.25,1,1,1,0.78,0.2083,0.0,0.0,1,1.0,0.0405,0.5,0.0,0.3333,0.25,0.0,1.0,0.75,1,0.4167,1.0,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2916,0.338,0.061090000000000005,0.257,0.061467999999999995,0.05825,0.0725,0.302,0.319,0.379,0.16224,0.11477330000000002,0.0,0.0,0.28,0.342,0.013527,0.2195,0.0,0.13798619999999998,0.04925,0.0,0.187,0.273,0.308,0.1366776,0.339,0.2273447,0.32,0.8646900000000001,0.449218,1.0,0.2770133,0.6220000000000001,0.233027,0.37423619999999996,0.7176776,0.8863447,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28534770000000004,0.102870922,0.178,0.07285449790000001,0.149902,0.045440265,0.0853258536,0.1098046728,0.1622010801,0.6390731199,0.5526738715
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P019,0,0.9,0.4,0.0392,1,0.2794,0.5,0.6667,0,0,1,0.6,0.3333,1.0,0.25,1,0.8,0.2509,0.5,0.0,1.0,1.0,0.75,0.0,0.25,1,1.0,0.9,0.5,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.0,0.2916,0.13520000000000001,0.0064288,0.257,0.061467999999999995,0.1165,0.193343,0.0,0.0,0.379,0.1248,0.18364830000000001,0.241,0.0945,0.28,0.2736,0.0838006,0.2195,0.0,0.414,0.197,0.15150000000000002,0.0,0.091,0.308,0.328,0.30510000000000004,0.1705,0.32,0.4332288000000001,0.628311,0.379,0.5494483,0.6481000000000001,0.30330060000000003,0.7625,0.7270000000000001,0.7956000000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.14296550400000002,0.143883219,0.067462,0.1445049029,0.15619210000000003,0.05914361700000001,0.17385,0.11123100000000001,0.14559480000000002,0.4988156259,0.646011517
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P020,1,0.98,0.6667,0.3725,0,0.2794,0.5,0.5,1,1,1,0.26,0.3333,0.75,0.5,1,0.2,0.2299,0.75,0.0,0.3333,0.0,0.0,0.25,0.0,0,0.25,0.75,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.2253446,0.061090000000000005,0.0,0.061467999999999995,0.1165,0.145,0.302,0.319,0.379,0.054079999999999996,0.18364830000000001,0.18075,0.189,0.28,0.0684,0.0767866,0.32925,0.0,0.13798619999999998,0.0,0.0,0.04675,0.0,0.0,0.082,0.25425000000000003,0.2273447,0.32,0.7779546,0.32296800000000003,1.0,0.41847829999999997,0.5374,0.40603659999999997,0.18473619999999996,0.082,0.8015947000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.256725018,0.073959672,0.178,0.1100597929,0.1295134,0.079177137,0.04211985359999999,0.012546,0.1466918301,0.6187444829,0.4100482207
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P021,1,0.95,0.6667,0.2157,0,0.1618,0.0,0.5,1,1,1,0.04,0.3333,0.0,0.25,1,0.4,0.1924,0.75,0.0,0.3333,0.0,0.25,1.0,0.0,0,0.25,0.75,0.6667,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.2253446,0.035374800000000005,0.0,0.035596,0.0,0.145,0.302,0.319,0.379,0.00832,0.18364830000000001,0.0,0.0945,0.28,0.1368,0.0642616,0.32925,0.0,0.13798619999999998,0.0,0.0505,0.187,0.0,0.0,0.082,0.25425000000000003,0.2273447,0.0,0.7425194,0.18059599999999998,1.0,0.1919683,0.5113000000000001,0.39351159999999996,0.3754862,0.082,0.48159470000000004,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.24503140200000004,0.041356484,0.178,0.05048766290000001,0.12322330000000002,0.076734762,0.0856108536,0.012546,0.0881318301,0.5148755489000001,0.38624674570000006
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P022,1,0.85,0.625,0.0392,0,0.1912,0.0,0.1667,1,0,1,0.02,0.2083,0.25,0.25,1,0.8,0.0741,0.75,0.0,0.3333,0.75,1.0,0.75,0.0,1,0.0833,0.75,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2754,0.21125000000000002,0.0064288,0.0,0.042064000000000004,0.0,0.04834299999999999,0.302,0.0,0.379,0.00416,0.11477330000000002,0.06025,0.0945,0.28,0.2736,0.0247494,0.32925,0.0,0.13798619999999998,0.14775,0.202,0.14024999999999999,0.0,0.308,0.0273224,0.25425000000000003,0.1136553,0.32,0.6670788,0.09040699999999999,0.681,0.17918330000000002,0.6481000000000001,0.35399939999999996,0.6279862,0.3353224,0.6879053,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.220136004,0.020703202999999996,0.121218,0.04712520790000001,0.15619210000000003,0.069029883,0.14318085360000002,0.0513043272,0.1258866699,0.4091824149,0.5455938337
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P023,1,0.95,1.0,0.3725,0,0.2794,0.7143,0.7143,1,0,1,0.2,0.7083,0.5,0.25,1,0.8,0.0741,0.75,0.0,0.3333,0.75,0.5,0.5,0.0,1,0.3333,0.45,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.061090000000000005,0.0,0.061467999999999995,0.16643190000000002,0.207147,0.302,0.0,0.379,0.0416,0.39027330000000005,0.1205,0.0945,0.28,0.2736,0.0247494,0.32925,0.0,0.13798619999999998,0.14775,0.101,0.0935,0.0,0.308,0.1093224,0.15255000000000002,0.1136553,0.32,0.8808900000000001,0.4350469,0.681,0.5523733,0.6481000000000001,0.35399939999999996,0.4802362,0.4173224,0.5862053,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.29069370000000005,0.09962574010000001,0.121218,0.1452741779,0.15619210000000003,0.069029883,0.10949385360000001,0.0638503272,0.1072755699,0.6568116180000001,0.5058417337000001
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P024,1,0.95,1.0,0.1961,0,0.3971,0.1667,0.1667,1,0,1,0.18,0.3333,1.0,0.25,0,0.6,0.1976,0.25,0.0,0.3333,0.75,0.25,0.0,0.25,0,0.5,0.85,0.5,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0321604,0.0,0.08736200000000001,0.038841099999999996,0.04834299999999999,0.302,0.0,0.379,0.037439999999999994,0.18364830000000001,0.241,0.0945,0.0,0.20520000000000002,0.0659984,0.10975,0.0,0.13798619999999998,0.14775,0.0505,0.0,0.091,0.0,0.164,0.28815,0.1705,0.32,0.8519604000000001,0.1745461,0.681,0.4620883,0.2997,0.1757484,0.3362362,0.255,0.7786500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.281146932,0.0399710569,0.121218,0.12152922290000001,0.0722277,0.034270938,0.0766618536,0.039015,0.14249295,0.5638652118,0.3646684416
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P025,1,0.96,0.6,0.2353,0,0.4265,0.5,0.5,1,0,1,0.3,0.2083,0.75,0.0,1,0.6,0.5413,0.25,0.0,0.3333,1.0,0.25,0.25,0.0,1,0.1667,0.9,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31104,0.2028,0.038589200000000004,0.0,0.09383,0.1165,0.145,0.302,0.0,0.379,0.0624,0.11477330000000002,0.18075,0.0,0.28,0.20520000000000002,0.18079420000000002,0.10975,0.0,0.13798619999999998,0.197,0.0505,0.04675,0.0,0.308,0.0546776,0.30510000000000004,0.1136553,0.32,0.7264292,0.35533000000000003,0.681,0.35792330000000006,0.4852000000000001,0.29054420000000003,0.4322362,0.3626776,0.7387553,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.23972163600000002,0.08137057000000002,0.121218,0.09413382790000002,0.11693320000000001,0.056656119000000005,0.0985498536,0.0554896728,0.1351922199,0.5364440339000001,0.4628210653
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P026,1,0.95,1.0,0.1765,0,0.1324,0.5,0.5,1,0,1,0.1,0.3333,1.0,0.0,1,0.8,0.12,0.25,0.0,0.3333,0.75,0.0,0.0,0.25,0,0.4167,0.8,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.028946,0.0,0.029127999999999998,0.1165,0.145,0.302,0.0,0.379,0.0208,0.18364830000000001,0.241,0.0,0.28,0.2736,0.04008,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.0,0.091,0.0,0.1366776,0.27120000000000005,0.1136553,0.32,0.8487460000000001,0.290628,0.681,0.4454483,0.5536000000000001,0.14983,0.2857362,0.2276776,0.7048553000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.2800861800000001,0.066553812,0.121218,0.11715290290000001,0.13341760000000003,0.02921685,0.0651478536,0.0348346728,0.12898851990000001,0.5850108949,0.3916054963000001
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P027,1,0.98,1.0,0.1373,0,0.1029,0.5,0.5,1,0,1,0.26,0.2083,0.25,0.25,1,0.8,0.0546,0.25,0.0,0.3333,1.0,0.5,0.75,0.0,1,0.4167,0.6,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0225172,0.0,0.022638000000000002,0.1165,0.145,0.302,0.0,0.379,0.054079999999999996,0.11477330000000002,0.06025,0.0945,0.28,0.2736,0.018236400000000003,0.10975,0.0,0.13798619999999998,0.197,0.101,0.14024999999999999,0.0,0.308,0.1366776,0.2034,0.2273447,0.32,0.8520372,0.284138,0.681,0.2291033,0.6481000000000001,0.1279864,0.5762362,0.4446776,0.7507447,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28117227600000005,0.065067602,0.121218,0.0602541679,0.15619210000000003,0.024957348,0.1313818536,0.0680356728,0.1373862801,0.5277120459000001,0.5179532545
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P028,1,0.99,1.0,0.0784,0,0.3088,0.3333,0.3333,1,1,1,0.06,0.2083,1.0,0.25,1,0.8,0.0679,0.25,0.0,0.3333,0.0,0.0,0.0,0.25,1,0.25,0.65,0.5,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0128576,0.0,0.06793600000000001,0.0776589,0.09665699999999999,0.302,0.319,0.379,0.01248,0.11477330000000002,0.241,0.0945,0.28,0.2736,0.022678600000000004,0.10975,0.0,0.13798619999999998,0.0,0.0,0.0,0.091,0.308,0.082,0.22035000000000002,0.1705,0.32,0.8456176,0.24225190000000002,1.0,0.3682533,0.6481000000000001,0.1324286,0.13798619999999998,0.48100000000000004,0.71085,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.279053808,0.055475685100000005,0.178,0.0968506179,0.15619210000000003,0.025823577000000004,0.0314608536,0.073593,0.13008555,0.609380111,0.41715508060000006
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P029,1,0.98,1.0,0.0392,0,0.2794,0.2,0.2,1,0,1,0.02,0.2083,0.25,0.5,1,0.8,0.0531,0.25,0.0,0.6667,1.0,0.25,0.75,0.0,0,0.1667,0.65,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0064288,0.0,0.061467999999999995,0.0466,0.057999999999999996,0.302,0.0,0.379,0.00416,0.11477330000000002,0.06025,0.189,0.28,0.2736,0.017735400000000002,0.10975,0.0,0.2760138,0.197,0.0505,0.14024999999999999,0.0,0.0,0.0546776,0.22035000000000002,0.1136553,0.32,0.8359488,0.166068,0.681,0.17918330000000002,0.7426,0.1274854,0.6637638,0.0546776,0.6540053,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.275863104,0.038029572,0.121218,0.04712520790000001,0.1789666,0.024859653,0.1513381464,0.0083656728,0.1196829699,0.48223588390000005,0.4832130421
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P030,1,0.99,1.0,0.0784,0,0.3088,0.4,0.4,1,1,1,0.06,0.2083,0.25,0.0,1,0.8,0.0438,0.25,0.0,0.3333,0.0,0.25,0.75,0.0,1,0.4167,0.6,0.5,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0128576,0.0,0.06793600000000001,0.0932,0.11599999999999999,0.302,0.319,0.379,0.01248,0.11477330000000002,0.06025,0.0,0.28,0.2736,0.0146292,0.10975,0.0,0.13798619999999998,0.0,0.0505,0.14024999999999999,0.0,0.308,0.1366776,0.2034,0.1705,0.32,0.8456176,0.277136,1.0,0.1875033,0.5536000000000001,0.1243792,0.3287362,0.4446776,0.6939,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.279053808,0.063464144,0.178,0.0493133679,0.13341760000000003,0.024253944,0.07495185359999999,0.0680356728,0.12698369999999998,0.5698313199,0.4276427704
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P031,1,0.95,1.0,0.5686,0,0.4265,0.6,0.6,1,1,1,0.62,0.3333,1.0,0.0,0,1.0,0.0338,0.25,0.0,0.3333,0.0,0.25,0.0,0.75,0,0.5833,0.4,0.3333,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0932504,0.0,0.09383,0.1398,0.174,0.302,0.319,0.379,0.12896,0.18364830000000001,0.241,0.0,0.0,0.342,0.0112892,0.10975,0.0,0.13798619999999998,0.0,0.0505,0.0,0.273,0.0,0.19132240000000003,0.13560000000000003,0.1136553,0.0,0.9130504,0.40763,1.0,0.5536083,0.342,0.1210392,0.1884862,0.4643224,0.2492553,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.301306632,0.09334727,0.178,0.1455989829,0.08242200000000001,0.023602644,0.0429748536,0.0710413272,0.0456137199,0.7182528849,0.2656545447
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P032,1,0.99,1.0,0.0,0,0.0,0.0,0.0,1,0,1,0.38,0.3333,0.0,1.0,0,0.8,0.2799,0.25,0.0,0.0,1.0,0.5,1.0,0.0,0,0.25,0.7,0.5,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0,0.0,0.0,0.0,0.0,0.302,0.0,0.379,0.07904,0.18364830000000001,0.0,0.378,0.0,0.2736,0.0934866,0.10975,0.0,0.0,0.197,0.101,0.187,0.0,0.0,0.082,0.2373,0.1705,0.32,0.83276,0.0,0.681,0.2626883,0.6516,0.2032366,0.48500000000000004,0.082,0.7278,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.2748108,0.0,0.121218,0.0690870229,0.1570356,0.039631137,0.11058000000000001,0.012546,0.1331874,0.46511582290000003,0.452980137
