governance_type,ecological_site,Site,Region,District,Village,surveyNo,a_1_1_Employment_status,a_1_1_weight,a_1_1_weighted,a_1_2_Percentage_of_catch_from_fishing_sold,a_1_2_weight,a_1_2_weighted,a_1_3_Percentage_of_income_from_the_main_activity,a_1_3_weight,a_1_3_weighted,a_1_4_Time_conducting_the_activity,a_1_4_weight,a_1_4_weighted,a_1_Livelihood_sum,a_1_Livelihood_weight,a_1_Livelihood_weighted,a_2_1_Gender,a_2_1_weight,a_2_1_weighted,a_2_2_Years_living_in_the_village,a_2_2_weight,a_2_2_weighted,a_2_3_Percentage_of_children_in_the_family_members,a_2_3_weight,a_2_3_weighted,a_2_4_Family_dependency,a_2_4_weight,a_2_4_weighted,a_2_Demographic_sum,a_2_Demographic_weight,a_2_Demographic_weighted,a_3_1_Appreciation_of_biodiversity,a_3_1_weight,a_3_1_weighted,a_3_2_Identity_and_pride,a_3_2_weight,a_3_2_weighted,a_3_3_Appreciation_of_lifestyle,a_3_3_weight,a_3_3_weighted,a_3_Cultural_sum,a_3_Cultural_weight,a_3_Cultural_weighted,a_4_1_Age,a_4_1_weight,a_4_1_weighted,a_4_2_Food_security_and_wellbeing,a_4_2_weight,a_4_2_weighted,a_4_3_Sense_of_place,a_4_3_weight,a_4_3_weighted,a_4_health_sum,a_4_health_weight,a_4_health_weighted,a_SENSITIVITY,b_1_1_Level_of_education,b_1_1_weight,b_1_1_weighted,b_1_2_Knowledge_of_rules,b_1_2_weight,b_1_2_weighted,b_1_3_Access_to_information,b_1_3_weight,b_1_3_weighted,b_1_learning_sum,b_1_learning_weight,b_1_learning_weighted,b_2_1_Material_style_of_life,b_2_1_weight,b_2_1_weighted,b_2_2_Community_infrastructures,b_2_2_weight,b_2_2_weighted,b_2_3_Access_to_credit,b_2_3_weight,b_2_3_weighted,b_2_Assets_sum,b_2_Assets_weight,b_2_Assets_weighted,b_3_1_Livelihood_multiplicity,b_3_1_weight,b_3_1_weighted,b_3_2_Adapt_to_live_without_fishing,b_3_2_weight,b_3_2_weighted,b_3_3_Gear,b_3_3_weight,b_3_3_weighted,b_3_4_Spatial_mobility,b_3_4_weight,b_3_4_weighted,b_3_Flexibility_sum,b_3_Flexibility_weight,b_3_Flexibility_weighted,b_4_1_Perceived_capacity_to_change,b_4_1_weight,b_4_1_weighted,b_4_2_Recognition_of_causality,b_4_2_weight,b_4_2_weighted,b_4_3_Level_of_participation,b_4_3_weight,b_4_3_weighted,b_4_agency_Sum,b_4_agency_weight,b_4_agency_weighted,b_5_1_Trust_in_organization,b_5_1_weight,b_5_1_weighted,b_5_2_Community_cohesion,b_5_2_weight,b_5_2_weighted,b_5_3_Linking_Social_capital,b_5_3_weight,b_5_3_weighted,b_5_organization_sum,b_5_Organization_weight,b_5_Organization_weighted,b_ADAPTIVE_CAPACITY,c_vulnerability_EQUAL_adaptive_capacity_MINUS_sensitivity,quadrant
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,D012,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.1569,0.164,0.0302,0.8301,0.33,0.2677,0,0.257,0,0.1176,0.22,0.0241,0,0.233,0,0,0.29,0,0.0241,0.229,0.0057,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.02,0.208,0.0046,0.3333,0.551,0.165,0.75,0.241,0.2072,0.3767,0.263,0.1016,0.5482,0.5,0.378,0.1892,1,0.28,0.2796,1,0.342,0.342,0.8108,0.241,0.2037,0.2284,0.334,0.0755,0.75,0.429619722,0.3222,0,0.23970222,0,0.3977,0.201948503,0.0803,0,0.38069361,0,0,0.214992669,0,0.75,0.20862622,0.1565,0.25,0.195687501,0.0489,0.2054,0.213724639,0.0439,0.75,0.363267572,0.2725,0,0.309709252,0,0.3333,0.327023177,0.109,0.3815,0.151246925,0.0577,0.75,0.325747012,0.2443,0,0.342611092,0,1,0.331641896,0.3316,0.576,0.181907181,0.1048,0.4903,-0.0578167,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,D013,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.0588,0.164,0.0113,0.8139,0.33,0.2625,0,0.257,0,0.0441,0.22,0.0091,0,0.233,0,0.5,0.29,0.1726,0.1817,0.229,0.0426,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.36,0.208,0.0824,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4545,0.263,0.1226,0.6009,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.0221,0.334,0.0073,0.75,0.429619722,0.3222,0,0.23970222,0,0.3295,0.201948503,0.0665,0,0.38069361,0,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.0489,0.213724639,0.0105,0.25,0.363267572,0.0908,0,0.309709252,0,0.3333,0.327023177,0.109,0.1998,0.151246925,0.0302,0.75,0.325747012,0.2443,0,0.342611092,0,1,0.331641896,0.3316,0.576,0.181907181,0.1048,0.3509,-0.2499167,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,D014,1,0.174,0.2474,0.86,0.324,0.2239,1,0.338,0.3001,0.0392,0.164,0.0075,0.7789,0.33,0.2512,0,0.257,0,0.0294,0.22,0.006,0.5,0.233,0.1135,0.5,0.29,0.1726,0.2922,0.229,0.0686,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.1,0.208,0.0229,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4569,0.263,0.1232,0.6161,0.25,0.378,0.0946,1,0.28,0.2796,0.4,0.342,0.1368,0.511,0.241,0.1283,0.0796,0.334,0.0263,0.75,0.429619722,0.3222,0,0.23970222,0,0.3485,0.201948503,0.0704,0,0.38069361,0,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.1011,0.213724639,0.0216,0.75,0.363267572,0.2725,0,0.309709252,0,0.3333,0.327023177,0.109,0.3815,0.151246925,0.0577,0.45,0.325747012,0.1466,0,0.342611092,0,1,0.331641896,0.3316,0.4782,0.181907181,0.087,0.365,-0.2511181,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,D015,1,0.174,0.2474,0.96,0.324,0.2499,1,0.338,0.3001,0.0196,0.164,0.0038,0.8011,0.33,0.2584,0,0.257,0,0.0147,0.22,0.003,0.5,0.233,0.1135,0.5,0.29,0.1726,0.2892,0.229,0.0679,1,0.302,0.3136,1,0.319,0.315,0,0.379,0,0.6285,0.178,0.1088,0.12,0.208,0.0275,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4615,0.263,0.1244,0.5595,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.3453,0.334,0.1142,0.75,0.429619722,0.3222,0,0.23970222,0,0.4364,0.201948503,0.0881,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.228,0.213724639,0.0487,0.75,0.363267572,0.2725,0,0.309709252,0,0.3333,0.327023177,0.109,0.3815,0.151246925,0.0577,0.6,0.325747012,0.1954,0,0.342611092,0,1,0.331641896,0.3316,0.5271,0.181907181,0.0959,0.4466,-0.1129591,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,D016,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.1961,0.164,0.0377,0.8429,0.33,0.2718,0,0.257,0,0.1471,0.22,0.0302,0.6,0.233,0.1362,0.6,0.29,0.2071,0.3736,0.229,0.0877,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.36,0.208,0.0824,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5164,0.263,0.1393,0.6719,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0949,0.334,0.0314,0.75,0.429619722,0.3222,0,0.23970222,0,0.3536,0.201948503,0.0714,0,0.38069361,0,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.1011,0.213724639,0.0216,0.25,0.363267572,0.0908,0,0.309709252,0,0.3333,0.327023177,0.109,0.1998,0.151246925,0.0302,0.3,0.325747012,0.0977,0,0.342611092,0,1,0.331641896,0.3316,0.4294,0.181907181,0.0781,0.2716,-0.4003591,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Majunga_II,Besakoa,D017,1,0.174,0.2474,0.93,0.324,0.2421,1,0.338,0.3001,0.0392,0.164,0.0075,0.7971,0.33,0.2571,0,0.257,0,0.0294,0.22,0.006,0.4286,0.233,0.0973,0.7143,0.29,0.2466,0.35,0.229,0.0821,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.42,0.208,0.0961,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5301,0.263,0.143,0.6008,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.0858,0.334,0.0284,0.75,0.429619722,0.3222,0,0.23970222,0,0.3506,0.201948503,0.0708,0,0.38069361,0,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.2102,0.213724639,0.0449,0.75,0.363267572,0.2725,0,0.309709252,0,0.3333,0.327023177,0.109,0.3815,0.151246925,0.0577,0.75,0.325747012,0.2443,0,0.342611092,0,1,0.331641896,0.3316,0.576,0.181907181,0.1048,0.4343,-0.166472,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D018,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.1765,0.164,0.0339,0.8365,0.33,0.2698,0,0.257,0,0.3824,0.22,0.0785,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.46,0.229,0.1079,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.16,0.208,0.0366,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4706,0.263,0.1269,0.6778,0,0.378,0,1,0.28,0.2796,0.2,0.342,0.0684,0.348,0.241,0.0874,0.1137,0.334,0.0376,0.25,0.429619722,0.1074,0,0.23970222,0,0.145,0.201948503,0.0293,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.228,0.213724639,0.0487,0,0.363267572,0,0,0.309709252,0,0.5,0.327023177,0.1635,0.1635,0.151246925,0.0247,0.45,0.325747012,0.1466,0,0.342611092,0,0,0.331641896,0,0.1466,0.181907181,0.0267,0.2168,-0.461004,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D019,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.0588,0.164,0.0113,0.8113,0.33,0.2616,0,0.257,0,0.2941,0.22,0.0604,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2511,0.229,0.0589,1,0.302,0.3136,1,0.319,0.315,0,0.379,0,0.6285,0.178,0.1088,0.04,0.208,0.0092,0.3333,0.551,0.165,0.75,0.241,0.2072,0.3813,0.263,0.1028,0.5322,0.25,0.378,0.0946,1,0.28,0.2796,1,0.342,0.342,0.7162,0.241,0.1799,0.2444,0.334,0.0808,0.25,0.429619722,0.1074,0,0.23970222,0,0.1882,0.201948503,0.038,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.75,0.325747012,0.2443,0,0.342611092,0,1,0.331641896,0.3316,0.576,0.181907181,0.1048,0.4086,-0.1236033,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D020,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.4902,0.164,0.0942,0.889,0.33,0.2867,0,0.257,0,0.6176,0.22,0.1268,0.6,0.233,0.1362,0.6,0.29,0.2071,0.4702,0.229,0.1103,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.48,0.208,0.1099,0.5833,0.551,0.2887,0.75,0.241,0.2072,0.6057,0.263,0.1633,0.6147,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0606,0.334,0.02,0.25,0.429619722,0.1074,0,0.23970222,0,0.1274,0.201948503,0.0257,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.4414,0.213724639,0.0943,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.6,0.325747012,0.1954,0,0.342611092,0,1,0.331641896,0.3316,0.5271,0.181907181,0.0959,0.3397,-0.2749372,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D021,1,0.174,0.2474,0.94,0.324,0.2447,1,0.338,0.3001,0.451,0.164,0.0867,0.8788,0.33,0.2834,0,0.257,0,0.5882,0.22,0.1207,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.5023,0.229,0.1179,1,0.302,0.3136,1,0.319,0.315,0,0.379,0,0.6285,0.178,0.1088,0.44,0.208,0.1007,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4729,0.263,0.1275,0.6377,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.1238,0.334,0.0409,0.25,0.429619722,0.1074,0,0.23970222,0,0.1483,0.201948503,0.03,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.75,0.363267572,0.2725,0,0.309709252,0,0.3333,0.327023177,0.109,0.3815,0.151246925,0.0577,0.75,0.325747012,0.2443,0,0.342611092,0,0,0.331641896,0,0.2443,0.181907181,0.0444,0.3481,-0.2895644,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D022,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0,0.164,0,0.8026,0.33,0.2588,0,0.257,0,0,0.22,0,0.4286,0.233,0.0973,0.7143,0.29,0.2466,0.3439,0.229,0.0807,1,0.302,0.3136,1,0.319,0.315,0,0.379,0,0.6285,0.178,0.1088,0.36,0.208,0.0824,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5164,0.263,0.1393,0.5876,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.0813,0.334,0.0269,0.25,0.429619722,0.1074,0,0.23970222,0,0.1343,0.201948503,0.0271,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2801,0.213724639,0.0599,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.6912,0.151246925,0.1045,0.75,0.325747012,0.2443,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6902,0.181907181,0.1255,0.4111,-0.176587,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D023,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.0196,0.164,0.0038,0.8037,0.33,0.2592,0,0.257,0,0.0147,0.22,0.003,0,0.233,0,0.6,0.29,0.2071,0.2102,0.229,0.0493,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.12,0.208,0.0275,0.2083,0.551,0.1031,0.5,0.241,0.1381,0.2687,0.263,0.0725,0.5542,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.0338,0.334,0.0112,0.25,0.429619722,0.1074,0,0.23970222,0,0.1186,0.201948503,0.0239,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.5,0.195687501,0.0978,0.2769,0.213724639,0.0592,0.25,0.363267572,0.0908,0,0.309709252,0,0.25,0.327023177,0.0818,0.1726,0.151246925,0.0261,0.7,0.325747012,0.228,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9023,0.181907181,0.1641,0.3436,-0.2105786,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D024,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.3922,0.164,0.0754,0.8754,0.33,0.2823,0,0.257,0,0.2941,0.22,0.0604,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.4419,0.229,0.1037,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.46,0.208,0.1053,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4774,0.263,0.1288,0.5691,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.172,0.334,0.0569,0.25,0.429619722,0.1074,0,0.23970222,0,0.1643,0.201948503,0.0332,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.7,0.325747012,0.228,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.731,0.181907181,0.133,0.4418,-0.1272073,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D025,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1765,0.164,0.0339,0.8287,0.33,0.2673,0,0.257,0,0.3824,0.22,0.0785,0,0.233,0,0,0.29,0,0.0785,0.229,0.0184,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.16,0.208,0.0366,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4088,0.263,0.1102,0.5145,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1283,0.334,0.0424,0.25,0.429619722,0.1074,0,0.23970222,0,0.1498,0.201948503,0.0303,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.55,0.325747012,0.1792,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.6821,0.181907181,0.1241,0.43,-0.0844916,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D026,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.0784,0.164,0.0151,0.815,0.33,0.2629,0,0.257,0,0.3088,0.22,0.0634,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2542,0.229,0.0596,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.06,0.208,0.0137,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4477,0.263,0.1207,0.5619,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.2203,0.334,0.0728,0.25,0.429619722,0.1074,0,0.23970222,0,0.1802,0.201948503,0.0364,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.55,0.325747012,0.1792,1,0.342611092,0.3426,1,0.331641896,0.3316,0.8534,0.181907181,0.1552,0.4845,-0.0773437,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D027,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.2353,0.164,0.0452,0.8452,0.33,0.2726,0,0.257,0,0.4265,0.22,0.0875,0.6,0.233,0.1362,0.6,0.29,0.2071,0.4309,0.229,0.1011,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.22,0.208,0.0504,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.3606,0.263,0.0973,0.6441,0.25,0.378,0.0946,1,0.28,0.2796,1,0.342,0.342,0.7162,0.241,0.1799,0.1637,0.334,0.0541,0.25,0.429619722,0.1074,0,0.23970222,0,0.1615,0.201948503,0.0326,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.228,0.213724639,0.0487,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.5095,0.151246925,0.0771,0.6,0.325747012,0.1954,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.7555,0.181907181,0.1374,0.4757,-0.168394,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D028,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0,0.164,0,0.7948,0.33,0.2563,0,0.257,0,0.2353,0.22,0.0483,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.4298,0.229,0.1009,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.34,0.208,0.0778,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.3881,0.263,0.1047,0.5805,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.0745,0.334,0.0246,0.25,0.429619722,0.1074,0,0.23970222,0,0.132,0.201948503,0.0267,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.5,0.363267572,0.1816,1,0.309709252,0.3097,0.0833,0.327023177,0.0273,0.5186,0.151246925,0.0784,0.7,0.325747012,0.228,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9023,0.181907181,0.1641,0.5085,-0.0719268,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D029,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0,0.164,0,0.7948,0.33,0.2563,0,0.257,0,0,0.22,0,0.6,0.233,0.1362,0.8,0.29,0.2762,0.4124,0.229,0.0968,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.32,0.208,0.0732,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4454,0.263,0.1201,0.6464,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.3451,0.334,0.1141,0.25,0.429619722,0.1074,0,0.23970222,0,0.2215,0.201948503,0.0447,0,0.38069361,0,0.5,0.214992669,0.1075,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.2607,0.213724639,0.0557,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.6,0.325747012,0.1954,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.7555,0.181907181,0.1374,0.467,-0.1794115,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D030,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.3725,0.164,0.0716,0.8664,0.33,0.2794,0,0.257,0,0.2794,0.22,0.0574,0.6,0.233,0.1362,0.8,0.29,0.2762,0.4698,0.229,0.1102,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.52,0.208,0.119,0.2917,0.551,0.1443,0.75,0.241,0.2072,0.4705,0.263,0.1269,0.6352,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.3955,0.334,0.1308,0.25,0.429619722,0.1074,0,0.23970222,0,0.2382,0.201948503,0.0481,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.5,0.20862622,0.1043,0.25,0.195687501,0.0489,0.4414,0.213724639,0.0943,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.55,0.325747012,0.1792,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.6821,0.181907181,0.1241,0.5231,-0.1121118,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D031,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.1765,0.164,0.0339,0.8365,0.33,0.2698,0,0.257,0,0.3824,0.22,0.0785,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.46,0.229,0.1079,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.16,0.208,0.0366,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4088,0.263,0.1102,0.5423,0.25,0.378,0.0946,1,0.28,0.2796,1,0.342,0.342,0.7162,0.241,0.1799,0.097,0.334,0.0321,0.25,0.429619722,0.1074,0,0.23970222,0,0.1395,0.201948503,0.0282,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.85,0.325747012,0.2769,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.7798,0.181907181,0.1419,0.506,-0.0362116,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,D032,1,0.174,0.2474,0.94,0.324,0.2447,1,0.338,0.3001,0.098,0.164,0.0188,0.811,0.33,0.2616,0,0.257,0,0.3235,0.22,0.0664,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2572,0.229,0.0603,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.16,0.208,0.0366,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.3469,0.263,0.0936,0.4798,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.2071,0.334,0.0685,0.25,0.429619722,0.1074,,0.23970222,0,0.1759,0.201948503,0.0355,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.3892,0.213724639,0.0832,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.45,0.325747012,0.1466,1,0.342611092,0.3426,0,0.331641896,0,0.4892,0.181907181,0.089,0.4002,-0.0795676,q3
